vehicle_id,timestamp,gps_latitude,gps_longitude,lidar_points,radar_objects,camera_objects,packet_drop_rate,packet_delivery_ratio,latency_ms,throughput_kbps,collision_detected,obstacle_detection_accuracy,decision_accuracy
1039,01/01/2025 00:00,37.76966066,-121.5646941,17135,13,18,0.298,0.83,166,141,0,0.77,0.9
1062,01/01/2025 00:00,37.30905056,-121.5297693,21794,37,48,0.082,0.909,187,357,0,0.71,0.78
1067,01/01/2025 00:00,37.55964736,-121.5860505,12850,32,6,0.007,0.819,77,543,1,0.72,0.88
1016,01/01/2025 00:00,37.91964566,-121.486705,11873,32,15,0.008,0.946,32,497,0,0.86,0.88
1080,01/01/2025 00:00,37.69829286,-121.3693477,16904,22,41,0.2,0.799,273,658,1,0.92,0.95
1097,01/01/2025 00:00,37.56175815,-121.5689875,15717,19,18,0.201,0.714,110,665,0,0.84,0.87
1047,01/01/2025 00:00,37.86705573,-121.0271971,18806,15,24,0.271,0.702,11,134,0,0.82,0.79
1018,01/01/2025 00:00,37.33064394,-121.6024032,12269,29,39,0.027,0.958,251,658,1,0.76,0.86
1085,01/01/2025 00:00,37.19784475,-121.7855604,13549,9,31,0.113,0.995,269,479,0,0.77,0.73
1038,01/01/2025 00:00,37.7471695,-121.0198942,13074,45,10,0.267,0.74,158,628,0,0.87,0.88
1064,01/01/2025 00:00,37.05879386,-121.7038899,28535,31,11,0.239,0.719,35,486,0,0.96,0.97
1052,01/01/2025 00:00,37.4241824,-121.3791913,25711,16,49,0.07,0.974,241,172,0,0.82,0.86
1017,01/01/2025 00:00,37.2870765,-121.1714002,13738,14,5,0.267,0.73,170,419,0,0.98,0.79
1038,01/01/2025 00:00,37.971325,-121.9960453,10731,13,17,0.204,0.769,159,951,0,0.72,0.82
1059,01/01/2025 00:00,37.37709563,-121.7171667,14084,6,42,0.079,0.94,15,431,0,0.95,0.97
1091,01/01/2025 00:00,37.66342913,-121.4681815,17660,13,21,0.013,0.999,93,106,0,0.8,0.94
1076,01/01/2025 00:00,37.2684846,-121.5441181,12799,20,42,0.149,0.846,295,576,0,0.96,0.94
1034,01/01/2025 00:00,37.98317256,-121.9272026,23338,5,40,0.214,0.763,116,985,0,0.98,0.87
1072,01/01/2025 00:00,37.1803917,-121.5529436,13854,25,42,0.081,0.954,242,417,0,0.91,0.82
1080,01/01/2025 00:00,37.90670279,-121.8940503,12205,41,5,0.051,0.818,17,733,0,0.81,0.74
1033,01/01/2025 00:00,37.44537162,-121.7501303,24026,43,5,0.023,0.782,101,992,0,0.84,0.99
1014,01/01/2025 00:00,37.42727554,-121.2512119,28348,5,23,0.253,0.847,169,117,0,0.87,0.75
1072,01/01/2025 00:00,37.70129723,-121.8214283,11204,44,34,0.016,0.957,18,869,0,0.84,0.78
1018,01/01/2025 00:00,37.09331751,-121.3347197,22123,18,17,0.183,0.77,53,787,0,0.94,0.93
1074,01/01/2025 00:00,37.54669227,-121.0270698,21463,44,11,0.229,0.827,268,110,0,0.93,0.81
1087,01/01/2025 00:00,37.21997066,-121.7530168,16588,48,47,0.234,0.833,237,893,0,0.7,0.88
1084,01/01/2025 00:00,37.15712169,-121.7404528,22554,36,24,0.196,0.95,272,737,1,0.75,0.93
1062,01/01/2025 00:00,37.87747452,-121.0469076,26050,28,48,0.196,0.903,19,246,0,0.81,0.87
1081,01/01/2025 00:00,37.99728679,-121.334861,19941,43,13,0.142,0.934,265,841,0,0.9,0.85
1025,01/01/2025 00:00,37.97119686,-121.2298961,15321,41,17,0.125,0.908,155,695,0,0.77,0.72
1048,01/01/2025 00:00,37.82116132,-121.2084865,14323,37,43,0.041,0.878,42,955,0,0.8,0.85
1003,01/01/2025 00:00,37.91997063,-121.2701419,23335,34,24,0.161,0.74,99,586,0,0.84,0.84
1065,01/01/2025 00:00,37.92421254,-121.0232024,28976,30,29,0.021,0.95,48,617,0,0.88,0.96
1016,01/01/2025 00:00,37.17636146,-121.7252546,20645,47,9,0.14,0.882,193,651,0,0.97,0.83
1000,01/01/2025 00:00,37.08569847,-121.4816306,17995,48,29,0.219,0.91,90,264,0,0.94,0.89
1076,01/01/2025 00:00,37.1267856,-121.3359216,25763,18,16,0.133,0.934,116,220,0,0.81,0.93
1073,01/01/2025 00:00,37.16260439,-121.2927389,21274,16,30,0.152,0.794,75,164,0,0.93,0.84
1080,01/01/2025 00:01,37.82244699,-121.807845,16946,48,26,0.253,0.831,110,407,0,0.95,0.78
1084,01/01/2025 00:01,37.94127486,-121.1244927,26290,7,5,0.194,0.862,105,869,0,0.86,0.97
1008,01/01/2025 00:01,37.35183881,-121.1852551,11088,11,12,0.038,0.803,276,329,0,0.79,0.97
1094,01/01/2025 00:01,37.03436366,-121.7358315,21625,25,40,0.163,0.778,32,140,0,0.98,0.97
1098,01/01/2025 00:01,37.3074802,-121.4560338,15977,31,7,0.109,0.933,184,929,0,0.99,0.78
1009,01/01/2025 00:01,37.70613855,-121.7052911,27840,14,26,0.062,0.926,69,129,0,0.77,0.79
1048,01/01/2025 00:01,37.94290485,-121.6341125,11089,14,44,0.194,0.95,129,187,0,0.94,0.98
1047,01/01/2025 00:01,37.449694,-121.4664308,16573,40,25,0.116,0.909,61,844,0,0.71,0.74
1047,01/01/2025 00:01,37.33606728,-121.4605168,27062,21,25,0.23,0.794,41,905,0,0.7,0.9
1014,01/01/2025 00:01,37.65322337,-121.4679412,23020,46,35,0.176,0.798,257,830,0,0.81,0.79
1044,01/01/2025 00:01,37.21112673,-121.4557409,19650,38,5,0.031,0.858,175,385,0,0.84,0.92
1001,01/01/2025 00:01,37.76581401,-121.3638693,12452,22,45,0.105,0.951,55,225,0,0.86,0.95
1057,01/01/2025 00:01,37.41403348,-121.9842931,21429,30,31,0.081,0.804,71,748,0,0.81,0.82
1037,01/01/2025 00:01,37.97727139,-121.8601776,25779,6,6,0.045,0.93,169,712,0,0.74,0.75
1002,01/01/2025 00:01,37.93411879,-121.5297228,12464,13,33,0.24,0.792,107,371,0,0.8,0.92
1089,01/01/2025 00:01,37.66536878,-121.2916095,22359,49,46,0.114,0.802,35,959,0,0.95,0.72
1096,01/01/2025 00:01,37.64798139,-121.4907327,26549,9,5,0.184,0.926,78,943,0,0.8,0.7
1087,01/01/2025 00:01,37.12315036,-121.3710576,13886,30,46,0.265,0.904,286,943,0,0.88,0.96
1058,01/01/2025 00:01,37.28094531,-121.0293056,14419,45,12,0.163,0.762,204,150,0,0.9,0.95
1096,01/01/2025 00:01,37.86192934,-121.2699342,20189,19,39,0.077,0.948,167,108,0,0.92,0.87
1062,01/01/2025 00:01,37.36298396,-121.0601333,16859,29,49,0.237,0.935,142,470,0,0.85,0.9
1093,01/01/2025 00:01,37.42412603,-121.9809945,15747,30,39,0.131,0.939,225,790,0,0.74,0.99
1042,01/01/2025 00:01,37.83982307,-121.5528414,26568,32,11,0.169,0.841,189,312,1,0.97,0.72
1003,01/01/2025 00:01,37.4269258,-121.6454844,16054,27,27,0.271,0.799,25,756,1,0.78,0.76
1042,01/01/2025 00:01,37.85001167,-121.2944758,16226,25,27,0.147,0.955,143,772,0,0.8,0.92
1060,01/01/2025 00:01,37.06942902,-121.0705636,17318,26,47,0.1,0.876,177,901,0,0.93,0.78
1085,01/01/2025 00:01,37.69107526,-121.9597179,22405,23,43,0.218,0.979,163,189,0,0.93,0.76
1048,01/01/2025 00:01,37.0630093,-121.9426951,27033,14,23,0.04,0.776,138,601,1,0.97,0.83
1063,01/01/2025 00:01,37.79001248,-121.3271644,23163,46,19,0.274,0.993,195,453,0,0.71,0.92
1019,01/01/2025 00:01,37.55221803,-121.6539455,10675,40,12,0.275,0.814,191,713,0,0.96,0.76
1092,01/01/2025 00:01,37.55587252,-121.7969791,26326,35,37,0.174,0.815,247,700,0,0.94,0.83
1084,01/01/2025 00:01,37.37668833,-121.0452856,22150,35,39,0.046,0.772,269,325,0,0.86,0.86
1044,01/01/2025 00:01,37.90333631,-121.9859611,27026,39,44,0.136,0.99,183,735,0,0.75,0.75
1016,01/01/2025 00:01,37.50909495,-121.7260203,17239,15,17,0.127,0.712,295,149,0,0.86,0.84
1065,01/01/2025 00:01,37.26043714,-121.6683045,28764,21,35,0.089,0.842,287,659,0,0.76,0.96
1097,01/01/2025 00:01,37.82412987,-121.2172182,29074,37,11,0.053,0.81,177,400,0,0.99,0.92
1021,01/01/2025 00:01,37.94813341,-121.4382589,27982,26,24,0.079,0.748,256,178,0,0.91,0.85
1049,01/01/2025 00:01,37.24229115,-121.6716265,19857,47,42,0.167,0.914,142,805,0,0.88,0.74
1069,01/01/2025 00:01,37.60526444,-121.8302466,16076,30,12,0.206,0.969,252,954,1,0.94,0.71
1024,01/01/2025 00:01,37.58857179,-121.7821193,11978,40,40,0.294,0.773,212,656,0,0.86,0.72
1001,01/01/2025 00:01,37.60962015,-121.9613258,25845,6,18,0.065,0.849,286,937,0,0.72,0.93
1042,01/01/2025 00:01,37.56423375,-121.1631356,10778,36,34,0.061,0.873,297,970,0,0.78,0.91
1016,01/01/2025 00:01,37.10017733,-121.8828146,17428,7,13,0.035,0.817,143,901,0,0.99,0.92
1072,01/01/2025 00:01,37.4124866,-121.1769535,12882,42,17,0.282,0.976,57,733,0,0.96,0.79
1019,01/01/2025 00:01,37.98571567,-121.8608237,18799,27,16,0.115,0.838,232,273,0,0.98,0.73
1036,01/01/2025 00:01,37.08820372,-121.0940921,17742,5,6,0.277,0.995,288,546,0,0.73,0.91
1051,01/01/2025 00:01,37.66963485,-121.3214892,27134,9,42,0.267,0.789,79,698,0,0.77,0.98
1078,01/01/2025 00:01,37.8942993,-121.6479672,26924,48,25,0.013,0.722,159,690,0,0.72,0.84
1025,01/01/2025 00:01,37.20065772,-121.6073061,18336,41,33,0.084,0.872,54,741,0,0.95,0.93
1024,01/01/2025 00:01,37.80241959,-121.7154399,10990,5,24,0.091,0.947,67,905,0,0.75,0.92
1063,01/01/2025 00:01,37.24177469,-121.78871,29106,22,13,0.083,0.817,49,956,0,0.82,0.96
1030,01/01/2025 00:01,37.03037892,-121.0889318,21604,9,19,0.128,0.756,43,939,0,0.78,0.71
1029,01/01/2025 00:01,37.52113218,-121.8155792,29452,22,37,0.15,0.921,239,671,0,0.98,0.99
1009,01/01/2025 00:01,37.7108737,-121.8240515,11110,39,11,0.227,0.781,208,686,0,0.88,0.96
1037,01/01/2025 00:01,37.19694093,-121.6397361,19208,36,7,0.08,0.931,10,640,0,0.94,0.96
1084,01/01/2025 00:01,37.07042976,-121.0156813,22084,30,27,0.09,0.779,31,159,0,0.88,1
1087,01/01/2025 00:01,37.55345817,-121.5350828,15322,37,26,0.18,0.867,241,168,0,0.88,0.89
1097,01/01/2025 00:01,37.14772142,-121.644653,11280,46,43,0.054,0.966,204,776,0,0.81,0.72
1027,01/01/2025 00:01,37.18431522,-121.0014495,23958,28,17,0.142,0.761,205,695,0,0.77,0.95
1023,01/01/2025 00:01,37.70345603,-121.2599582,29688,31,13,0.075,0.946,136,879,0,0.8,0.74
1028,01/01/2025 00:02,37.612107,-121.0553747,22661,23,38,0.059,0.78,218,435,0,0.79,0.92
1080,01/01/2025 00:02,37.94697299,-121.751077,11619,22,16,0.239,0.898,236,440,0,0.91,0.83
1087,01/01/2025 00:02,37.3234158,-121.2458036,24109,19,38,0.212,0.773,224,776,0,0.83,0.7
1016,01/01/2025 00:02,37.21439045,-121.1093539,26243,31,49,0.075,0.734,230,797,0,0.87,0.83
1069,01/01/2025 00:02,37.65573982,-121.4706376,25457,15,37,0.125,0.899,261,666,0,0.93,0.94
1063,01/01/2025 00:02,37.97199751,-121.5761172,26994,28,39,0.046,0.878,207,469,0,0.78,0.73
1030,01/01/2025 00:02,37.55347895,-121.7040426,14261,7,32,0.016,0.82,256,632,0,0.83,0.7
1056,01/01/2025 00:02,37.29381648,-121.4327242,16301,43,43,0.176,0.711,59,575,0,0.86,0.84
1019,01/01/2025 00:02,37.91046975,-121.80786,14594,11,7,0.109,0.843,33,325,0,0.72,0.7
1045,01/01/2025 00:02,37.61039584,-121.5681537,12014,16,16,0.062,0.745,75,984,0,0.75,0.98
1001,01/01/2025 00:02,37.21272847,-121.3174583,28319,37,47,0.034,0.808,131,491,0,0.72,0.95
1081,01/01/2025 00:02,37.94961553,-121.347644,13687,26,17,0.204,0.876,88,465,0,0.93,0.89
1049,01/01/2025 00:02,37.27301039,-121.3001064,19487,39,7,0.081,0.982,214,450,0,0.79,0.71
1059,01/01/2025 00:02,37.89848374,-121.4134499,12330,18,22,0.272,0.853,19,248,0,0.83,0.87
1085,01/01/2025 00:02,37.61458637,-121.9973696,12659,30,30,0.058,0.758,31,934,0,0.9,0.9
1040,01/01/2025 00:02,37.50264738,-121.9732646,27453,23,14,0.073,0.984,230,286,0,0.99,0.88
1089,01/01/2025 00:02,37.33256717,-121.4197398,24720,25,8,0.256,0.708,250,224,0,0.94,0.98
1075,01/01/2025 00:02,37.11885191,-121.0340381,17566,45,41,0.172,0.893,95,440,0,0.72,0.95
1069,01/01/2025 00:02,37.24481251,-121.8055505,24302,49,16,0.033,0.779,13,320,0,0.79,0.81
1016,01/01/2025 00:02,37.33100855,-121.2826172,14408,35,20,0.165,0.927,75,899,0,0.71,0.91
1077,01/01/2025 00:02,37.28873717,-121.5667941,11731,9,21,0.092,0.799,194,797,0,0.72,0.84
1009,01/01/2025 00:02,37.073327,-121.860904,23241,39,44,0.221,0.829,97,724,0,0.74,0.98
1089,01/01/2025 00:02,37.57978147,-121.9667215,27158,21,35,0.023,0.931,291,253,0,0.8,0.89
1066,01/01/2025 00:02,37.47517961,-121.2866249,27370,36,30,0.275,0.969,31,624,0,0.77,0.87
1041,01/01/2025 00:02,37.10646287,-121.8560637,28744,8,6,0.143,0.755,211,882,0,0.81,0.85
1078,01/01/2025 00:02,37.46385396,-121.7015705,12949,14,33,0.22,0.789,71,613,0,0.95,0.81
1015,01/01/2025 00:02,37.07896455,-121.5986218,17838,34,34,0.211,0.701,284,340,0,0.94,0.74
1037,01/01/2025 00:02,37.93152933,-121.2941269,29828,41,15,0.053,0.957,178,260,0,0.81,0.78
1013,01/01/2025 00:02,37.25907875,-121.6123784,29784,13,41,0.264,0.984,31,547,0,0.9,0.8
1035,01/01/2025 00:02,37.72482435,-121.6137097,21964,30,38,0.07,0.784,36,130,0,0.81,0.75
1012,01/01/2025 00:02,37.25124928,-121.2057662,11033,26,11,0.057,0.815,139,676,0,0.82,0.94
1058,01/01/2025 00:02,37.47451294,-121.9930189,10449,25,43,0.156,0.829,286,818,0,0.9,0.7
1026,01/01/2025 00:02,37.93326625,-121.246143,16498,27,33,0.295,0.823,98,281,0,0.82,0.97
1007,01/01/2025 00:02,37.87168713,-121.4783204,20673,16,37,0.094,0.818,31,714,0,0.86,0.74
1086,01/01/2025 00:02,37.7788807,-121.4583185,29786,35,31,0.289,0.843,168,728,0,0.73,0.72
1052,01/01/2025 00:02,37.7901912,-121.6544429,24976,21,20,0.131,0.746,182,242,0,0.86,1
1074,01/01/2025 00:02,37.82346207,-121.9075131,13588,44,21,0.25,0.717,10,439,0,0.92,1
1004,01/01/2025 00:02,37.74263588,-121.9091665,28438,49,15,0.159,0.917,24,279,0,0.97,0.76
1004,01/01/2025 00:02,37.89685565,-121.6591598,23553,25,18,0.062,0.954,167,426,0,0.74,0.74
1088,01/01/2025 00:02,37.35023527,-121.2795881,13172,45,17,0.264,0.943,278,199,0,0.82,0.76
1081,01/01/2025 00:02,37.52612766,-121.1083535,18421,37,39,0.022,0.888,87,270,1,0.85,0.85
1047,01/01/2025 00:02,37.64641425,-121.1877753,28176,19,30,0.205,0.991,43,879,0,0.97,0.8
1023,01/01/2025 00:02,37.19779589,-121.2020817,24623,36,29,0.249,0.7,162,304,0,0.78,0.8
1072,01/01/2025 00:02,37.50326318,-121.9942668,16723,39,44,0.25,0.796,42,616,1,0.75,0.94
1074,01/01/2025 00:02,37.12407935,-121.8083833,17948,19,48,0.197,0.793,244,233,0,0.74,0.97
1077,01/01/2025 00:02,37.61164068,-121.0549121,18085,33,47,0.075,0.805,94,616,0,0.75,0.99
1041,01/01/2025 00:02,37.09762129,-121.1298336,27305,15,16,0.16,0.94,127,929,0,0.96,0.85
1008,01/01/2025 00:02,37.50335301,-121.8732694,19539,33,8,0.189,0.805,233,528,0,0.89,0.77
1063,01/01/2025 00:02,37.4616465,-121.3638336,23388,45,46,0.267,0.858,25,650,0,0.83,0.87
1068,01/01/2025 00:02,37.11179095,-121.5668732,11597,26,45,0.048,0.884,78,974,0,0.96,0.96
1090,01/01/2025 00:02,37.43933575,-121.9923164,15187,30,31,0.139,0.954,164,338,0,0.79,0.71
1010,01/01/2025 00:02,37.67780681,-121.1998475,13661,22,49,0.1,0.885,28,937,0,0.98,0.97
1091,01/01/2025 00:02,37.59471414,-121.0568652,12737,29,12,0.128,0.814,287,857,0,0.93,0.77
1008,01/01/2025 00:02,37.45804708,-121.0792221,16962,25,12,0.055,0.908,194,489,0,0.71,0.79
1076,01/01/2025 00:02,37.36494509,-121.6157234,16145,28,33,0.065,0.855,235,942,0,0.84,0.81
1060,01/01/2025 00:02,37.05738831,-121.2121851,21071,32,7,0.231,0.859,103,574,0,0.95,0.97
1082,01/01/2025 00:02,37.95589754,-121.5020215,18755,7,25,0.144,0.801,151,627,0,0.82,0.75
1071,01/01/2025 00:02,37.40270773,-121.0200111,14161,17,35,0.154,0.7,144,976,0,1,0.77
1054,01/01/2025 00:02,37.41647719,-121.0367141,22263,42,17,0.269,0.807,119,806,0,0.95,0.92
1067,01/01/2025 00:02,37.12834282,-121.2266469,27499,10,35,0.072,0.791,227,259,0,0.93,0.98
1024,01/01/2025 00:03,37.53266821,-121.5286691,11207,15,21,0.099,0.73,102,380,0,0.74,0.73
1070,01/01/2025 00:03,37.979221,-121.0980632,22054,27,36,0.093,0.76,275,949,0,0.73,0.86
1055,01/01/2025 00:03,37.25302548,-121.776043,20438,13,28,0.198,0.994,57,182,0,0.89,0.97
1026,01/01/2025 00:03,37.31333622,-121.7857791,14839,21,6,0.169,0.784,55,979,0,0.9,0.97
1022,01/01/2025 00:03,37.23621451,-121.441764,10371,13,46,0.141,0.855,119,577,0,0.74,0.98
1039,01/01/2025 00:03,37.86658558,-121.1809537,16229,23,7,0.2,0.865,96,646,0,0.96,0.97
1092,01/01/2025 00:03,37.47520993,-121.9378978,28743,39,30,0.145,0.868,211,214,0,0.96,0.79
1057,01/01/2025 00:03,37.82352349,-121.2153026,21639,36,6,0.245,0.714,248,785,0,0.82,0.76
1035,01/01/2025 00:03,37.85008684,-121.0506766,26803,32,37,0.123,0.931,291,921,0,0.88,0.97
1073,01/01/2025 00:03,37.74908967,-121.454002,17521,32,38,0.267,0.919,255,126,0,0.85,0.91
1031,01/01/2025 00:03,37.26104417,-121.7864428,23864,19,30,0.036,0.993,12,565,0,0.71,0.81
1022,01/01/2025 00:03,37.0352637,-121.3683284,12146,23,38,0.028,0.755,114,112,0,0.73,0.91
1039,01/01/2025 00:03,37.14328939,-121.803172,18116,37,42,0.197,0.866,83,975,0,0.93,0.79
1047,01/01/2025 00:03,37.69694965,-121.6095293,24752,27,18,0.117,0.941,38,988,0,0.85,0.87
1023,01/01/2025 00:03,37.74055014,-121.3003696,27404,32,35,0.137,0.737,152,514,0,0.88,0.77
1084,01/01/2025 00:03,37.76637671,-121.6186417,29690,8,24,0.209,0.937,99,728,0,0.88,0.87
1038,01/01/2025 00:03,37.24396929,-121.5156335,27439,35,14,0.064,0.781,291,550,0,0.81,0.98
1039,01/01/2025 00:03,37.15303601,-121.4547471,29822,39,24,0.013,0.784,45,130,0,0.71,0.93
1028,01/01/2025 00:03,37.9230615,-121.6605773,22037,9,37,0.132,0.984,13,315,0,0.94,0.9
1044,01/01/2025 00:03,37.66421159,-121.9236789,12651,37,49,0.268,0.794,251,289,0,0.84,0.77
1090,01/01/2025 00:03,37.7419628,-121.4891025,23520,36,6,0.135,0.875,294,858,0,0.74,0.72
1033,01/01/2025 00:03,37.0939049,-121.5121871,19073,19,16,0.172,0.832,253,392,0,0.71,0.91
1089,01/01/2025 00:03,37.41245883,-121.5735077,26040,41,20,0.063,0.723,31,761,0,0.71,0.87
1014,01/01/2025 00:03,37.0633079,-121.8155152,18474,38,13,0.139,0.985,199,452,0,0.71,0.76
1069,01/01/2025 00:03,37.65775173,-121.947702,19291,44,15,0.144,0.764,220,784,0,0.75,0.98
1088,01/01/2025 00:03,37.48935828,-121.1733615,13084,13,25,0.071,0.78,264,242,0,0.77,0.87
1081,01/01/2025 00:03,37.45146392,-121.4676834,18542,45,16,0.049,0.813,114,969,0,0.77,0.87
1070,01/01/2025 00:03,37.90290734,-121.0197087,26930,39,8,0.105,0.85,85,161,0,0.89,0.79
1001,01/01/2025 00:03,37.7401186,-121.0221762,16680,28,30,0.012,0.743,191,717,0,0.77,0.96
1097,01/01/2025 00:03,37.96425323,-121.4199256,14061,22,23,0.05,0.889,243,305,0,0.9,0.97
1000,01/01/2025 00:03,37.04626936,-121.5098775,10803,21,46,0.219,0.854,128,403,0,0.95,0.91
1053,01/01/2025 00:03,37.61567755,-121.8135497,10660,5,21,0.195,0.791,148,223,0,0.82,0.73
1001,01/01/2025 00:03,37.63021719,-121.6206643,12358,15,48,0.094,0.908,266,626,1,0.92,0.73
1035,01/01/2025 00:03,37.02654314,-121.2145691,16179,37,5,0.165,0.854,74,603,0,0.73,0.84
1067,01/01/2025 00:03,37.78708104,-121.036776,19611,10,12,0.249,0.952,261,896,0,0.8,0.74
1027,01/01/2025 00:03,37.15361488,-121.400172,19417,33,34,0.252,0.957,144,637,1,0.9,0.8
1086,01/01/2025 00:03,37.70127203,-121.3831131,23272,48,45,0.196,0.994,168,889,0,0.98,0.75
1019,01/01/2025 00:03,37.03782394,-121.0575428,27927,24,28,0.037,0.72,133,743,0,0.88,0.79
1036,01/01/2025 00:03,37.61368745,-121.8730582,15756,22,47,0.049,0.822,138,388,0,0.81,0.98
1058,01/01/2025 00:03,37.5207808,-121.3881594,16032,18,21,0.088,0.85,163,796,0,0.79,0.93
1043,01/01/2025 00:03,37.48327695,-121.4145724,16382,49,34,0.201,0.77,294,168,0,0.82,0.74
1011,01/01/2025 00:03,37.36666537,-121.7949042,19896,47,45,0.077,0.977,172,127,0,0.9,0.9
1031,01/01/2025 00:03,37.42023794,-121.2261839,27806,24,47,0.139,0.726,46,226,0,0.8,0.71
1037,01/01/2025 00:03,37.47689428,-121.8807981,12642,22,13,0.248,0.829,275,596,0,0.84,1
1030,01/01/2025 00:03,37.29768951,-121.9367579,14169,31,6,0.268,0.756,206,646,0,0.93,0.86
1017,01/01/2025 00:03,37.93528886,-121.5138647,10795,22,30,0.252,0.905,123,525,1,0.77,0.85
1028,01/01/2025 00:03,37.96500157,-121.7002788,26868,21,36,0.035,0.911,13,515,0,0.91,0.77
1097,01/01/2025 00:03,37.29990281,-121.5638634,29608,29,31,0.273,0.962,208,960,0,0.93,0.84
1050,01/01/2025 00:03,37.77869174,-121.8874099,22111,9,45,0.205,0.823,255,273,0,0.96,0.86
1028,01/01/2025 00:03,37.75161882,-121.5475976,11060,10,15,0.186,0.933,136,379,0,0.71,0.9
1090,01/01/2025 00:03,37.8755824,-121.5603966,22954,44,5,0.074,0.865,124,193,1,0.73,0.71
1094,01/01/2025 00:03,37.00384577,-121.0334516,14026,40,41,0.278,0.944,144,428,0,0.99,0.8
1062,01/01/2025 00:03,37.33811799,-121.2774309,20945,37,22,0.005,0.726,186,994,0,0.74,0.82
1097,01/01/2025 00:03,37.14498781,-121.079527,11895,19,12,0.025,0.839,198,787,0,0.85,0.74
1080,01/01/2025 00:03,37.39085825,-121.2187657,10756,43,31,0.046,0.745,151,878,0,0.75,0.77
1019,01/01/2025 00:03,37.5756281,-121.2121581,25330,20,22,0.208,0.937,209,249,0,0.94,0.77
1030,01/01/2025 00:03,37.90884892,-121.1342713,15820,42,13,0.187,0.746,161,968,0,0.73,0.94
1030,01/01/2025 00:03,37.83961404,-121.7441083,11662,43,6,0.283,0.702,60,314,0,0.73,0.91
1057,01/01/2025 00:03,37.49902237,-121.5732861,29451,28,21,0.105,0.979,40,576,0,0.85,0.98
1084,01/01/2025 00:03,37.02350212,-121.1247906,13578,25,15,0.104,0.845,260,220,0,0.77,0.79
1006,01/01/2025 00:04,37.30089362,-121.9330797,12933,42,10,0.201,0.996,139,451,0,0.9,0.96
1095,01/01/2025 00:04,37.10661008,-121.9448744,18169,17,9,0.052,0.836,100,925,0,0.91,0.96
1011,01/01/2025 00:04,37.65063307,-121.3520503,27887,33,16,0.139,0.877,180,207,0,0.88,0.83
1086,01/01/2025 00:04,37.69542818,-121.090441,27211,38,48,0.005,0.923,262,301,0,0.95,0.89
1060,01/01/2025 00:04,37.64880245,-121.2057978,19759,9,46,0.178,0.784,97,782,0,0.91,0.88
1042,01/01/2025 00:04,37.27471697,-121.2009863,22140,7,39,0.235,0.74,188,467,0,0.76,0.79
1048,01/01/2025 00:04,37.91950872,-121.640025,24309,25,28,0.061,0.898,276,489,0,0.72,0.78
