vehicle_id,timestamp,gps_latitude,gps_longitude,lidar_points,radar_objects,camera_objects,packet_drop_rate,packet_delivery_ratio,latency_ms,throughput_kbps,collision_detected,obstacle_detection_accuracy,decision_accuracy
1072,01/01/2025 00:00,37.1803917,-121.5529436,13854.0,25.0,42.0,0.081,0.954,242.0,417.0,0.0,0.91,0.82
1080,01/01/2025 00:00,37.90670279,-121.8940503,12205.0,41.0,5.0,0.051,0.818,17.0,733.0,0.0,0.81,0.74
1033,01/01/2025 00:00,37.44537162,-121.7501303,24026.0,43.0,5.0,0.023,0.782,101.0,992.0,0.0,0.84,0.99
1014,01/01/2025 00:00,37.42727554,-121.2512119,28348.0,5.0,23.0,0.253,0.847,169.0,117.0,0.0,0.87,0.75
1072,01/01/2025 00:00,37.70129723,-121.8214283,11204.0,44.0,34.0,0.016,0.957,18.0,869.0,0.0,0.84,0.78
1018,01/01/2025 00:00,37.09331751,-121.3347197,22123.0,18.0,17.0,0.183,0.77,53.0,787.0,0.0,0.94,0.93
1074,01/01/2025 00:00,37.54669227,-121.0270698,21463.0,44.0,11.0,0.229,0.827,268.0,110.0,0.0,0.93,0.81
1087,01/01/2025 00:00,37.21997066,-121.7530168,16588.0,48.0,47.0,0.234,0.833,237.0,893.0,0.0,0.7,0.88
1084,01/01/2025 00:00,37.15712169,-121.7404528,22554.0,36.0,24.0,0.196,0.95,272.0,737.0,1.0,0.75,0.93
1062,01/01/2025 00:00,37.87747452,-121.0469076,26050.0,28.0,48.0,0.196,0.903,19.0,246.0,0.0,0.81,0.87
1081,01/01/2025 00:00,37.99728679,-121.334861,19941.0,43.0,13.0,0.142,0.934,265.0,841.0,0.0,0.9,0.85
1025,01/01/2025 00:00,37.97119686,-121.2298961,15321.0,41.0,17.0,0.125,0.908,155.0,695.0,0.0,0.77,0.72
1048,01/01/2025 00:00,37.82116132,-121.2084865,14323.0,37.0,43.0,0.041,0.878,42.0,955.0,0.0,0.8,0.85
1003,01/01/2025 00:00,37.91997063,-121.2701419,23335.0,34.0,24.0,0.161,0.74,99.0,586.0,0.0,0.84,0.84
1065,01/01/2025 00:00,37.92421254,-121.0232024,28976.0,30.0,29.0,0.021,0.95,48.0,617.0,0.0,0.88,0.96
1016,01/01/2025 00:00,37.17636146,-121.7252546,20645.0,47.0,9.0,0.14,0.882,193.0,651.0,0.0,0.97,0.83
1000,01/01/2025 00:00,37.08569847,-121.4816306,17995.0,48.0,29.0,0.219,0.91,90.0,264.0,0.0,0.94,0.89
1076,01/01/2025 00:00,37.1267856,-121.3359216,25763.0,18.0,16.0,0.133,0.934,116.0,220.0,,0.81,0.93
1073,01/01/2025 00:00,37.16260439,-121.2927389,21274.0,16.0,30.0,,0.794,75.0,164.0,0.0,0.93,0.84
1080,01/01/2025 00:01,37.82244699,-121.807845,16946.0,48.0,26.0,0.253,0.831,110.0,407.0,0.0,0.95,0.78
1084,01/01/2025 00:01,37.94127486,-121.1244927,26290.0,7.0,5.0,0.194,0.862,105.0,869.0,0.0,0.86,0.97
1008,01/01/2025 00:01,37.35183881,-121.1852551,11088.0,11.0,12.0,0.038,0.803,276.0,329.0,0.0,0.79,0.97
1094,01/01/2025 00:01,37.03436366,-121.7358315,21625.0,25.0,40.0,0.163,0.778,32.0,140.0,0.0,0.98,0.97
1098,01/01/2025 00:01,37.3074802,-121.4560338,15977.0,31.0,7.0,0.109,0.933,184.0,929.0,0.0,0.99,0.78
1009,01/01/2025 00:01,37.70613855,-121.7052911,27840.0,14.0,26.0,0.062,0.926,69.0,129.0,0.0,0.77,0.79
1048,01/01/2025 00:01,37.94290485,-121.6341125,11089.0,14.0,44.0,0.194,0.95,129.0,187.0,0.0,0.94,0.98
1047,01/01/2025 00:01,37.449694,-121.4664308,16573.0,40.0,25.0,0.116,0.909,61.0,844.0,0.0,0.71,0.74
1047,01/01/2025 00:01,37.33606728,-121.4605168,27062.0,21.0,25.0,0.23,0.794,41.0,905.0,0.0,0.7,0.9
1014,01/01/2025 00:01,37.65322337,-121.4679412,23020.0,46.0,35.0,0.176,0.798,257.0,830.0,0.0,0.81,0.79
1044,01/01/2025 00:01,37.21112673,-121.4557409,19650.0,38.0,5.0,0.031,0.858,175.0,385.0,0.0,0.84,0.92
1001,01/01/2025 00:01,37.76581401,-121.3638693,12452.0,22.0,45.0,0.105,0.951,55.0,225.0,0.0,0.86,0.95
1057,01/01/2025 00:01,37.41403348,-121.9842931,21429.0,30.0,31.0,0.081,0.804,71.0,748.0,0.0,0.81,
1037,01/01/2025 00:01,37.97727139,-121.8601776,25779.0,6.0,6.0,0.045,0.93,169.0,712.0,0.0,0.74,0.75
1002,01/01/2025 00:01,37.93411879,-121.5297228,12464.0,13.0,33.0,0.24,0.792,107.0,371.0,0.0,0.8,0.92
1089,01/01/2025 00:01,37.66536878,-121.2916095,22359.0,49.0,46.0,0.114,0.802,35.0,959.0,0.0,0.95,0.72
1096,01/01/2025 00:01,37.64798139,-121.4907327,26549.0,9.0,5.0,0.184,0.926,78.0,943.0,0.0,0.8,0.7
1087,01/01/2025 00:01,37.12315036,,13886.0,30.0,46.0,0.265,0.904,286.0,943.0,0.0,0.88,0.96
1058,01/01/2025 00:01,37.28094531,-121.0293056,14419.0,45.0,12.0,0.163,0.762,204.0,150.0,0.0,0.9,0.95
1096,01/01/2025 00:01,37.86192934,-121.2699342,20189.0,19.0,39.0,0.077,0.948,167.0,108.0,0.0,0.92,0.87
1062,01/01/2025 00:01,37.36298396,-121.0601333,16859.0,29.0,49.0,0.237,0.935,142.0,470.0,0.0,0.85,0.9
1093,01/01/2025 00:01,37.42412603,-121.9809945,15747.0,30.0,39.0,0.131,0.939,225.0,790.0,0.0,0.74,0.99
1042,01/01/2025 00:01,37.83982307,-121.5528414,26568.0,32.0,11.0,0.169,0.841,189.0,312.0,1.0,0.97,0.72
1003,01/01/2025 00:01,37.4269258,-121.6454844,16054.0,27.0,27.0,0.271,0.799,25.0,756.0,1.0,0.78,0.76
1042,01/01/2025 00:01,37.85001167,-121.2944758,16226.0,25.0,27.0,0.147,0.955,143.0,772.0,0.0,0.8,0.92
1060,01/01/2025 00:01,37.06942902,-121.0705636,17318.0,26.0,47.0,0.1,0.876,177.0,901.0,0.0,0.93,0.78
1085,01/01/2025 00:01,,-121.9597179,22405.0,23.0,43.0,0.218,0.979,163.0,189.0,0.0,0.93,0.76
1048,01/01/2025 00:01,37.0630093,-121.9426951,27033.0,14.0,23.0,0.04,0.776,138.0,601.0,1.0,0.97,0.83
1063,01/01/2025 00:01,37.79001248,-121.3271644,23163.0,46.0,19.0,0.274,0.993,195.0,453.0,0.0,0.71,0.92
1019,01/01/2025 00:01,37.55221803,-121.6539455,10675.0,40.0,12.0,0.275,0.814,191.0,713.0,0.0,0.96,0.76
1092,01/01/2025 00:01,37.55587252,-121.7969791,26326.0,35.0,37.0,0.174,0.815,247.0,700.0,0.0,0.94,0.83
1084,01/01/2025 00:01,37.37668833,-121.0452856,22150.0,35.0,39.0,0.046,0.772,269.0,325.0,0.0,0.86,0.86
1044,01/01/2025 00:01,37.90333631,-121.9859611,27026.0,39.0,44.0,0.136,0.99,183.0,735.0,0.0,0.75,0.75
1016,01/01/2025 00:01,37.50909495,-121.7260203,17239.0,15.0,17.0,0.127,0.712,295.0,149.0,0.0,0.86,0.84
1065,01/01/2025 00:01,37.26043714,-121.6683045,28764.0,21.0,35.0,0.089,0.842,287.0,659.0,0.0,0.76,0.96
1097,01/01/2025 00:01,37.82412987,-121.2172182,29074.0,37.0,11.0,,0.81,177.0,400.0,0.0,0.99,0.92
1021,01/01/2025 00:01,37.94813341,-121.4382589,27982.0,26.0,24.0,0.079,0.748,256.0,178.0,0.0,0.91,0.85
1049,01/01/2025 00:01,37.24229115,-121.6716265,19857.0,47.0,42.0,0.167,0.914,142.0,805.0,0.0,0.88,0.74
1069,01/01/2025 00:01,37.60526444,-121.8302466,16076.0,30.0,12.0,0.206,0.969,252.0,954.0,1.0,0.94,0.71
1024,01/01/2025 00:01,37.58857179,-121.7821193,11978.0,40.0,40.0,0.294,0.773,212.0,656.0,0.0,0.86,0.72
1001,01/01/2025 00:01,37.60962015,-121.9613258,25845.0,6.0,18.0,0.065,0.849,286.0,937.0,0.0,0.72,0.93
1042,01/01/2025 00:01,37.56423375,-121.1631356,10778.0,36.0,34.0,0.061,0.873,297.0,970.0,0.0,0.78,0.91
1016,01/01/2025 00:01,37.10017733,-121.8828146,17428.0,7.0,13.0,0.035,0.817,143.0,901.0,0.0,0.99,0.92
1072,01/01/2025 00:01,37.4124866,-121.1769535,12882.0,42.0,17.0,0.282,0.976,57.0,733.0,0.0,0.96,0.79
1019,01/01/2025 00:01,37.98571567,-121.8608237,18799.0,27.0,16.0,0.115,0.838,232.0,273.0,0.0,0.98,0.73
1036,01/01/2025 00:01,37.08820372,-121.0940921,17742.0,5.0,6.0,0.277,0.995,288.0,546.0,0.0,0.73,0.91
1051,01/01/2025 00:01,37.66963485,-121.3214892,27134.0,9.0,42.0,0.267,0.789,79.0,698.0,0.0,0.77,0.98
1078,01/01/2025 00:01,37.8942993,-121.6479672,26924.0,48.0,25.0,0.013,0.722,159.0,690.0,0.0,0.72,0.84
1025,01/01/2025 00:01,37.20065772,-121.6073061,18336.0,41.0,33.0,0.084,0.872,54.0,741.0,0.0,0.95,0.93
1024,01/01/2025 00:01,37.80241959,-121.7154399,10990.0,5.0,24.0,0.091,0.947,67.0,905.0,0.0,0.75,0.92
1063,01/01/2025 00:01,37.24177469,-121.78871,29106.0,22.0,13.0,0.083,0.817,49.0,956.0,0.0,0.82,0.96
1030,01/01/2025 00:01,37.03037892,-121.0889318,21604.0,9.0,19.0,0.128,0.756,43.0,939.0,0.0,0.78,0.71
1029,01/01/2025 00:01,37.52113218,-121.8155792,29452.0,22.0,37.0,0.15,0.921,239.0,671.0,0.0,0.98,0.99
1009,01/01/2025 00:01,37.7108737,-121.8240515,11110.0,39.0,11.0,0.227,0.781,208.0,686.0,0.0,0.88,0.96
1037,01/01/2025 00:01,37.19694093,-121.6397361,19208.0,36.0,7.0,0.08,0.931,10.0,640.0,0.0,0.94,0.96
1084,01/01/2025 00:01,37.07042976,-121.0156813,22084.0,30.0,27.0,0.09,0.779,31.0,159.0,0.0,0.88,1.0
1087,01/01/2025 00:01,37.55345817,-121.5350828,15322.0,37.0,26.0,0.18,0.867,241.0,168.0,0.0,0.88,0.89
1097,01/01/2025 00:01,37.14772142,-121.644653,11280.0,46.0,43.0,0.054,0.966,204.0,776.0,0.0,0.81,0.72
1027,01/01/2025 00:01,37.18431522,-121.0014495,23958.0,28.0,17.0,0.142,0.761,205.0,695.0,0.0,0.77,0.95
1023,01/01/2025 00:01,37.70345603,-121.2599582,29688.0,31.0,13.0,0.075,0.946,136.0,879.0,0.0,0.8,0.74
1028,01/01/2025 00:02,37.612107,-121.0553747,22661.0,23.0,38.0,0.059,0.78,218.0,435.0,0.0,0.79,0.92
1080,01/01/2025 00:02,37.94697299,-121.751077,11619.0,22.0,16.0,0.239,0.898,236.0,440.0,0.0,0.91,0.83
1087,01/01/2025 00:02,37.3234158,-121.2458036,24109.0,19.0,38.0,0.212,0.773,224.0,776.0,0.0,0.83,0.7
1016,01/01/2025 00:02,37.21439045,-121.1093539,26243.0,31.0,49.0,0.075,0.734,230.0,797.0,0.0,0.87,0.83
1069,01/01/2025 00:02,37.65573982,-121.4706376,25457.0,15.0,37.0,0.125,0.899,261.0,666.0,0.0,0.93,0.94
1063,01/01/2025 00:02,37.97199751,-121.5761172,26994.0,28.0,39.0,0.046,0.878,207.0,469.0,0.0,0.78,0.73
1030,01/01/2025 00:02,37.55347895,-121.7040426,14261.0,7.0,32.0,0.016,0.82,256.0,632.0,0.0,0.83,0.7
1056,01/01/2025 00:02,37.29381648,-121.4327242,16301.0,43.0,43.0,0.176,0.711,59.0,575.0,0.0,0.86,0.84
1019,01/01/2025 00:02,37.91046975,-121.80786,14594.0,11.0,7.0,0.109,0.843,33.0,325.0,0.0,0.72,0.7
1045,01/01/2025 00:02,37.61039584,-121.5681537,12014.0,16.0,16.0,0.062,0.745,75.0,984.0,0.0,0.75,0.98
1001,01/01/2025 00:02,37.21272847,-121.3174583,28319.0,37.0,47.0,0.034,0.808,131.0,491.0,0.0,0.72,0.95
1081,01/01/2025 00:02,37.94961553,-121.347644,13687.0,26.0,17.0,0.204,0.876,88.0,465.0,0.0,0.93,0.89
1049,01/01/2025 00:02,37.27301039,-121.3001064,19487.0,39.0,7.0,0.081,0.982,214.0,450.0,0.0,0.79,0.71
1059,01/01/2025 00:02,37.89848374,-121.4134499,12330.0,18.0,22.0,0.272,0.853,19.0,248.0,0.0,0.83,0.87
1085,01/01/2025 00:02,37.61458637,-121.9973696,12659.0,30.0,30.0,0.058,0.758,31.0,934.0,0.0,0.9,0.9
1040,01/01/2025 00:02,37.50264738,-121.9732646,27453.0,23.0,14.0,0.073,0.984,230.0,286.0,0.0,0.99,0.88
1089,01/01/2025 00:02,37.33256717,-121.4197398,24720.0,25.0,8.0,0.256,0.708,250.0,224.0,0.0,0.94,0.98
1075,01/01/2025 00:02,37.11885191,-121.0340381,17566.0,45.0,41.0,0.172,0.893,95.0,440.0,0.0,0.72,0.95
1069,01/01/2025 00:02,37.24481251,-121.8055505,24302.0,49.0,16.0,0.033,0.779,13.0,320.0,0.0,0.79,0.81
1016,01/01/2025 00:02,37.33100855,-121.2826172,14408.0,35.0,20.0,0.165,0.927,75.0,899.0,0.0,0.71,0.91
1077,01/01/2025 00:02,37.28873717,-121.5667941,11731.0,9.0,21.0,0.092,0.799,194.0,797.0,0.0,0.72,0.84
1009,01/01/2025 00:02,37.073327,-121.860904,23241.0,39.0,44.0,0.221,0.829,97.0,724.0,0.0,0.74,0.98
1089,01/01/2025 00:02,37.57978147,-121.9667215,27158.0,21.0,35.0,0.023,0.931,291.0,253.0,0.0,0.8,0.89
1066,01/01/2025 00:02,37.47517961,-121.2866249,27370.0,36.0,30.0,0.275,0.969,31.0,624.0,0.0,0.77,0.87
1041,01/01/2025 00:02,37.10646287,-121.8560637,28744.0,8.0,6.0,0.143,0.755,211.0,882.0,0.0,0.81,0.85
1078,01/01/2025 00:02,37.46385396,-121.7015705,12949.0,14.0,33.0,0.22,0.789,71.0,613.0,0.0,0.95,0.81
1015,01/01/2025 00:02,37.07896455,-121.5986218,17838.0,34.0,34.0,0.211,0.701,284.0,340.0,0.0,0.94,0.74
1037,01/01/2025 00:02,37.93152933,-121.2941269,29828.0,41.0,15.0,0.053,0.957,178.0,260.0,0.0,0.81,0.78
1013,01/01/2025 00:02,37.25907875,-121.6123784,29784.0,13.0,41.0,0.264,0.984,31.0,547.0,0.0,0.9,0.8
1035,01/01/2025 00:02,37.72482435,-121.6137097,21964.0,30.0,38.0,0.07,0.784,36.0,130.0,0.0,0.81,0.75
1012,01/01/2025 00:02,37.25124928,-121.2057662,11033.0,26.0,11.0,0.057,0.815,139.0,676.0,0.0,0.82,0.94
1058,01/01/2025 00:02,37.47451294,-121.9930189,10449.0,25.0,43.0,0.156,0.829,286.0,818.0,0.0,0.9,0.7
1026,01/01/2025 00:02,37.93326625,-121.246143,16498.0,27.0,33.0,0.295,0.823,98.0,281.0,0.0,0.82,0.97
1007,01/01/2025 00:02,37.87168713,-121.4783204,20673.0,16.0,37.0,0.094,0.818,31.0,714.0,0.0,0.86,0.74
1086,01/01/2025 00:02,37.7788807,-121.4583185,29786.0,35.0,31.0,0.289,0.843,168.0,728.0,0.0,0.73,0.72
1052,01/01/2025 00:02,37.7901912,-121.6544429,24976.0,21.0,20.0,0.131,0.746,182.0,242.0,0.0,0.86,1.0
1074,01/01/2025 00:02,37.82346207,-121.9075131,13588.0,44.0,21.0,0.25,0.717,10.0,439.0,0.0,0.92,1.0
1004,01/01/2025 00:02,37.74263588,-121.9091665,28438.0,49.0,15.0,0.159,0.917,24.0,279.0,0.0,0.97,0.76
1004,01/01/2025 00:02,37.89685565,-121.6591598,23553.0,25.0,18.0,0.062,0.954,167.0,426.0,0.0,0.74,0.74
1088,01/01/2025 00:02,37.35023527,-121.2795881,13172.0,45.0,17.0,0.264,0.943,278.0,199.0,0.0,0.82,0.76
1081,01/01/2025 00:02,37.52612766,-121.1083535,18421.0,37.0,39.0,0.022,0.888,87.0,270.0,1.0,0.85,0.85
1047,01/01/2025 00:02,37.64641425,-121.1877753,28176.0,19.0,30.0,0.205,0.991,43.0,879.0,0.0,0.97,0.8
1023,01/01/2025 00:02,37.19779589,-121.2020817,24623.0,36.0,29.0,0.249,0.7,162.0,304.0,0.0,0.78,0.8
1072,01/01/2025 00:02,37.50326318,-121.9942668,16723.0,39.0,44.0,0.25,0.796,42.0,616.0,1.0,0.75,0.94
1074,01/01/2025 00:02,37.12407935,-121.8083833,17948.0,19.0,48.0,0.197,0.793,244.0,233.0,0.0,0.74,0.97
1077,01/01/2025 00:02,37.61164068,-121.0549121,18085.0,33.0,47.0,0.075,0.805,94.0,616.0,0.0,0.75,0.99
1041,01/01/2025 00:02,37.09762129,-121.1298336,27305.0,15.0,16.0,0.16,0.94,127.0,929.0,0.0,0.96,0.85
1008,01/01/2025 00:02,37.50335301,-121.8732694,19539.0,33.0,8.0,0.189,0.805,233.0,528.0,0.0,0.89,0.77
1063,01/01/2025 00:02,37.4616465,-121.3638336,23388.0,45.0,46.0,0.267,0.858,25.0,650.0,0.0,0.83,0.87
1068,01/01/2025 00:02,37.11179095,-121.5668732,11597.0,26.0,45.0,0.048,0.884,78.0,974.0,0.0,0.96,0.96
1090,01/01/2025 00:02,37.43933575,-121.9923164,15187.0,30.0,31.0,0.139,0.954,164.0,338.0,0.0,0.79,0.71
1010,01/01/2025 00:02,37.67780681,-121.1998475,13661.0,22.0,49.0,0.1,0.885,28.0,937.0,0.0,0.98,0.97
1091,01/01/2025 00:02,37.59471414,-121.0568652,12737.0,29.0,12.0,0.128,0.814,287.0,857.0,0.0,0.93,0.77
1008,01/01/2025 00:02,37.45804708,-121.0792221,16962.0,25.0,12.0,0.055,0.908,194.0,489.0,0.0,0.71,0.79
1076,01/01/2025 00:02,37.36494509,-121.6157234,16145.0,28.0,33.0,0.065,0.855,235.0,942.0,0.0,0.84,0.81
1060,01/01/2025 00:02,37.05738831,-121.2121851,21071.0,32.0,7.0,0.231,,103.0,574.0,0.0,0.95,0.97
1082,01/01/2025 00:02,37.95589754,-121.5020215,18755.0,7.0,25.0,0.144,0.801,151.0,627.0,0.0,0.82,0.75
1071,01/01/2025 00:02,37.40270773,-121.0200111,14161.0,17.0,35.0,0.154,0.7,144.0,976.0,0.0,1.0,0.77
1054,01/01/2025 00:02,37.41647719,-121.0367141,22263.0,42.0,17.0,0.269,0.807,119.0,806.0,0.0,0.95,0.92
1067,01/01/2025 00:02,37.12834282,-121.2266469,27499.0,10.0,35.0,0.072,0.791,227.0,259.0,0.0,0.93,0.98
1024,01/01/2025 00:03,37.53266821,-121.5286691,11207.0,15.0,21.0,0.099,0.73,102.0,380.0,0.0,0.74,0.73
1070,01/01/2025 00:03,37.979221,-121.0980632,22054.0,27.0,36.0,0.093,0.76,275.0,949.0,0.0,0.73,0.86
1055,01/01/2025 00:03,37.25302548,-121.776043,20438.0,13.0,28.0,0.198,0.994,57.0,182.0,0.0,0.89,0.97
1026,01/01/2025 00:03,37.31333622,-121.7857791,14839.0,21.0,6.0,0.169,0.784,55.0,979.0,0.0,0.9,0.97
1022,01/01/2025 00:03,37.23621451,-121.441764,10371.0,13.0,46.0,0.141,0.855,119.0,577.0,0.0,0.74,0.98
1039,01/01/2025 00:03,37.86658558,-121.1809537,16229.0,23.0,7.0,0.2,0.865,96.0,646.0,0.0,0.96,0.97
1092,01/01/2025 00:03,37.47520993,-121.9378978,28743.0,39.0,30.0,0.145,0.868,211.0,214.0,0.0,0.96,0.79
1057,01/01/2025 00:03,37.82352349,-121.2153026,21639.0,36.0,6.0,0.245,0.714,248.0,785.0,0.0,0.82,0.76
1035,01/01/2025 00:03,37.85008684,-121.0506766,26803.0,32.0,37.0,0.123,0.931,291.0,921.0,0.0,0.88,0.97
1073,01/01/2025 00:03,37.74908967,-121.454002,17521.0,32.0,38.0,0.267,0.919,255.0,126.0,0.0,0.85,0.91
1031,01/01/2025 00:03,37.26104417,-121.7864428,23864.0,19.0,30.0,0.036,0.993,12.0,565.0,0.0,0.71,0.81
1022,01/01/2025 00:03,37.0352637,-121.3683284,12146.0,23.0,38.0,0.028,0.755,114.0,112.0,0.0,0.73,0.91
1039,01/01/2025 00:03,37.14328939,-121.803172,18116.0,37.0,42.0,0.197,0.866,83.0,975.0,0.0,0.93,0.79
1047,01/01/2025 00:03,37.69694965,-121.6095293,24752.0,27.0,18.0,0.117,0.941,38.0,988.0,0.0,0.85,0.87
1023,01/01/2025 00:03,37.74055014,-121.3003696,27404.0,32.0,35.0,0.137,0.737,152.0,514.0,0.0,0.88,0.77
1084,01/01/2025 00:03,37.76637671,-121.6186417,29690.0,8.0,24.0,0.209,0.937,99.0,728.0,0.0,0.88,0.87
1038,01/01/2025 00:03,37.24396929,-121.5156335,27439.0,35.0,14.0,0.064,0.781,291.0,550.0,,0.81,0.98
1039,01/01/2025 00:03,37.15303601,-121.4547471,29822.0,39.0,24.0,0.013,0.784,45.0,130.0,0.0,0.71,0.93
1028,01/01/2025 00:03,37.9230615,-121.6605773,22037.0,9.0,37.0,0.132,0.984,13.0,315.0,0.0,0.94,0.9
1044,01/01/2025 00:03,37.66421159,-121.9236789,12651.0,37.0,49.0,0.268,0.794,251.0,289.0,0.0,0.84,0.77
1090,01/01/2025 00:03,37.7419628,-121.4891025,23520.0,36.0,6.0,0.135,0.875,294.0,858.0,0.0,0.74,0.72
1033,01/01/2025 00:03,37.0939049,-121.5121871,19073.0,19.0,16.0,0.172,0.832,253.0,392.0,0.0,0.71,0.91
1089,01/01/2025 00:03,37.41245883,-121.5735077,26040.0,41.0,20.0,0.063,0.723,31.0,761.0,0.0,0.71,0.87
