vehicle_id,timestamp,gps_latitude,gps_longitude,lidar_points,radar_objects,camera_objects,packet_drop_rate,packet_delivery_ratio,latency_ms,throughput_kbps,collision_detected,obstacle_detection_accuracy,decision_accuracy,modified_row_index,modified_column_name,timestamp 
1098,2025-01-01 00:01:04,37.30748019713816,-121.456033765085,15977.0,31.0,7.0,0.109,0.933,184.0,929.0,0.0,0.99,0.78,64,,01/01/2025 00:01:04
1009,2025-01-01 00:01:05,37.7061385478744,-121.70529106420716,27840.0,14.0,26.0,0.062,0.926,69.0,129.0,0.0,0.77,0.79,65,,01/01/2025 00:01:05
1048,2025-01-01 00:01:06,37.94290484504605,-121.63411245694782,11089.0,14.0,44.0,0.194,0.95,129.0,187.0,0.0,0.94,0.98,66,,01/01/2025 00:01:06
1047,2025-01-01 00:01:07,37.449693998387566,-121.46643081881216,16573.0,40.0,25.0,0.116,0.909,61.0,844.0,0.0,0.71,0.74,67,,01/01/2025 00:01:07
1047,2025-01-01 00:01:08,37.33606728063493,-121.46051678395844,27062.0,21.0,25.0,0.23,,41.0,905.0,0.0,0.7,0.9,68,packet_delivery_ratio,01/01/2025 00:01:08
1014,2025-01-01 00:01:09,37.65322337405528,-121.467941159082,23020.0,46.0,35.0,0.176,0.798,257.0,830.0,0.0,0.81,0.79,69,,01/01/2025 00:01:09
1044,2025-01-01 00:01:10,37.21112672907583,-121.45574089879032,19650.0,38.0,5.0,0.031,0.858,175.0,385.0,0.0,0.84,0.92,70,,01/01/2025 00:01:10
1001,2025-01-01 00:01:11,37.76581400521779,-121.36386931482588,12452.0,22.0,45.0,0.105,0.951,55.0,225.0,0.0,0.86,0.95,71,,01/01/2025 00:01:11
1057,2025-01-01 00:01:12,37.41403347657812,-121.9842931071517,21429.0,30.0,31.0,0.081,0.804,71.0,748.0,0.0,0.81,0.82,72,,01/01/2025 00:01:12
1037,2025-01-01 00:01:13,37.97727139498839,-121.86017760004825,25779.0,6.0,6.0,0.045,0.93,169.0,712.0,0.0,,0.75,73,obstacle_detection_accuracy,01/01/2025 00:01:13
1002,2025-01-01 00:01:14,37.934118793960586,-121.52972277403649,12464.0,13.0,33.0,0.24,0.792,107.0,371.0,0.0,0.8,0.92,74,,01/01/2025 00:01:14
1089,2025-01-01 00:01:15,37.66536877668742,-121.2916095022038,22359.0,49.0,46.0,0.114,0.802,35.0,959.0,0.0,0.95,0.72,75,,01/01/2025 00:01:15
1096,2025-01-01 00:01:16,37.6479813866854,-121.49073274088845,26549.0,9.0,5.0,0.184,0.926,78.0,943.0,0.0,0.8,0.7,76,,01/01/2025 00:01:16
1087,2025-01-01 00:01:17,37.12315036097071,-121.37105759751324,13886.0,30.0,46.0,0.265,0.904,286.0,943.0,0.0,0.88,0.96,77,,01/01/2025 00:01:17
1058,2025-01-01 00:01:18,37.280945307028574,-121.0293056189907,14419.0,45.0,12.0,0.163,0.762,204.0,150.0,0.0,0.9,0.95,78,,01/01/2025 00:01:18
1096,2025-01-01 00:01:19,37.86192934166267,-121.26993419572246,20189.0,19.0,39.0,0.077,0.948,167.0,108.0,0.0,0.92,0.87,79,,01/01/2025 00:01:19
1062,2025-01-01 00:01:20,37.3629839554152,-121.06013334170476,16859.0,29.0,49.0,0.237,0.935,142.0,470.0,0.0,0.85,0.9,80,,01/01/2025 00:01:20
1093,2025-01-01 00:01:21,37.42412602833692,-121.9809945066156,15747.0,30.0,39.0,0.131,0.939,225.0,790.0,0.0,0.74,0.99,81,,01/01/2025 00:01:21
1042,2025-01-01 00:01:22,37.83982307090885,-121.55284143148594,26568.0,32.0,11.0,0.169,0.841,189.0,312.0,1.0,0.97,0.72,82,,01/01/2025 00:01:22
1003,2025-01-01 00:01:23,37.42692580103043,-121.64548435710172,16054.0,27.0,27.0,0.271,0.799,25.0,756.0,1.0,0.78,0.76,83,,01/01/2025 00:01:23
1042,2025-01-01 00:01:24,37.8500116694855,-121.29447580992216,16226.0,25.0,27.0,0.147,0.955,143.0,772.0,0.0,0.8,0.92,84,,01/01/2025 00:01:24
1060,2025-01-01 00:01:25,37.06942901960379,-121.07056356951642,17318.0,26.0,47.0,0.1,0.876,177.0,901.0,0.0,0.93,0.78,85,,01/01/2025 00:01:25
1085,2025-01-01 00:01:26,37.69107525508095,-121.95971785334942,22405.0,23.0,43.0,0.218,0.979,163.0,189.0,0.0,0.93,0.76,86,,01/01/2025 00:01:26
1048,2025-01-01 00:01:27,37.06300930183548,-121.94269511881552,27033.0,14.0,23.0,0.04,0.776,138.0,601.0,1.0,0.97,0.83,87,,01/01/2025 00:01:27
1063,2025-01-01 00:01:28,37.790012480066295,-121.32716443340465,23163.0,46.0,19.0,0.274,0.993,195.0,453.0,0.0,0.71,0.92,88,,01/01/2025 00:01:28
1019,2025-01-01 00:01:29,37.552218026299,-121.65394548299668,10675.0,40.0,12.0,0.275,0.814,191.0,713.0,0.0,0.96,0.76,89,,01/01/2025 00:01:29
1092,2025-01-01 00:01:30,37.555872522182725,-121.79697914132976,26326.0,35.0,37.0,0.174,0.815,247.0,700.0,0.0,0.94,0.83,90,,01/01/2025 00:01:30
1084,2025-01-01 00:01:31,37.376688331489575,-121.04528560376762,22150.0,35.0,39.0,0.046,0.772,269.0,325.0,0.0,0.86,0.86,91,,01/01/2025 00:01:31
1044,2025-01-01 00:01:32,37.9033363095628,-121.9859610828328,27026.0,39.0,44.0,0.136,0.99,183.0,735.0,0.0,0.75,0.75,92,,01/01/2025 00:01:32
1016,2025-01-01 00:01:33,37.50909494980677,-121.7260202963756,17239.0,15.0,17.0,0.127,0.712,295.0,149.0,0.0,0.86,0.84,93,,01/01/2025 00:01:33
1065,2025-01-01 00:01:34,37.26043714089444,-121.66830447905534,28764.0,21.0,35.0,0.089,0.842,287.0,659.0,0.0,0.76,0.96,94,,01/01/2025 00:01:34
1097,2025-01-01 00:01:35,37.82412987040096,-121.21721816063967,29074.0,37.0,11.0,0.053,0.81,177.0,400.0,0.0,0.99,0.92,95,,01/01/2025 00:01:35
1021,2025-01-01 00:01:36,37.94813341389822,-121.43825892849934,27982.0,26.0,24.0,0.079,0.748,256.0,178.0,0.0,0.91,0.85,96,,01/01/2025 00:01:36
1049,2025-01-01 00:01:37,37.24229114553712,-121.67162651091064,19857.0,47.0,42.0,0.167,0.914,142.0,805.0,0.0,0.88,0.74,97,,01/01/2025 00:01:37
1069,2025-01-01 00:01:38,37.60526444423856,-121.83024656121349,16076.0,30.0,12.0,0.206,0.969,252.0,954.0,1.0,0.94,0.71,98,,01/01/2025 00:01:38
1024,2025-01-01 00:01:39,37.588571789387856,-121.78211928961882,11978.0,40.0,40.0,0.294,0.773,212.0,656.0,0.0,0.86,0.72,99,,01/01/2025 00:01:39
1001,2025-01-01 00:01:40,37.60962014619345,-121.96132580630386,25845.0,6.0,18.0,0.065,0.849,286.0,937.0,0.0,0.72,0.93,100,,01/01/2025 00:01:40
1042,2025-01-01 00:01:41,37.56423375364601,-121.16313558834676,10778.0,36.0,34.0,0.061,0.873,297.0,970.0,0.0,0.78,0.91,101,,01/01/2025 00:01:41
1016,2025-01-01 00:01:42,37.10017733221996,-121.88281456586296,17428.0,7.0,13.0,0.035,0.817,143.0,901.0,0.0,0.99,0.92,102,,01/01/2025 00:01:42
1072,2025-01-01 00:01:43,37.41248659812044,-121.17695346040074,12882.0,42.0,17.0,0.282,0.976,57.0,733.0,0.0,0.96,0.79,103,,01/01/2025 00:01:43
1019,2025-01-01 00:01:44,37.985715673143226,-121.86082369317651,18799.0,27.0,16.0,0.115,0.838,232.0,273.0,0.0,0.98,0.73,104,,01/01/2025 00:01:44
1036,2025-01-01 00:01:45,37.08820371617577,-121.09409210562605,17742.0,5.0,6.0,0.277,0.995,288.0,546.0,0.0,0.73,0.91,105,,01/01/2025 00:01:45
1051,2025-01-01 00:01:46,37.66963484799085,-121.3214892042845,27134.0,9.0,42.0,0.267,0.789,79.0,698.0,0.0,0.77,0.98,106,,01/01/2025 00:01:46
1078,2025-01-01 00:01:47,37.89429930258248,-121.64796720008351,26924.0,48.0,25.0,0.013,0.722,159.0,690.0,0.0,0.72,0.84,107,,01/01/2025 00:01:47
1025,2025-01-01 00:01:48,37.20065771657333,-121.60730609054242,18336.0,41.0,,0.084,0.872,54.0,741.0,0.0,0.95,0.93,108,camera_objects,01/01/2025 00:01:48
1024,2025-01-01 00:01:49,37.80241959008224,-121.71543990992896,10990.0,5.0,24.0,0.091,0.947,67.0,905.0,0.0,0.75,0.92,109,,01/01/2025 00:01:49
1063,2025-01-01 00:01:50,37.24177469396214,-121.78870995900716,29106.0,22.0,13.0,0.083,0.817,49.0,956.0,0.0,0.82,0.96,110,,01/01/2025 00:01:50
1030,2025-01-01 00:01:51,37.03037891720264,-121.08893180044883,21604.0,9.0,19.0,0.128,0.756,43.0,939.0,0.0,0.78,0.71,111,,01/01/2025 00:01:51
1029,2025-01-01 00:01:52,37.52113217596191,-121.81557924932125,29452.0,22.0,37.0,0.15,0.921,239.0,671.0,0.0,0.98,0.99,112,,01/01/2025 00:01:52
1009,2025-01-01 00:01:53,37.71087369972033,-121.82405151264824,11110.0,39.0,11.0,0.227,0.781,208.0,686.0,0.0,0.88,0.96,113,,01/01/2025 00:01:53
1037,2025-01-01 00:01:54,37.19694093208759,-121.63973608796974,19208.0,36.0,7.0,0.08,0.931,10.0,640.0,0.0,0.94,0.96,114,,01/01/2025 00:01:54
1084,2025-01-01 00:01:55,37.07042975867999,-121.01568133187934,22084.0,30.0,27.0,0.09,0.779,31.0,159.0,0.0,0.88,1.0,115,,01/01/2025 00:01:55
1087,2025-01-01 00:01:56,37.55345817385325,-121.53508277389858,15322.0,37.0,26.0,0.18,0.867,241.0,168.0,0.0,0.88,0.89,116,,01/01/2025 00:01:56
1097,2025-01-01 00:01:57,37.14772141871552,-121.6446530089984,11280.0,46.0,43.0,0.054,0.966,204.0,776.0,0.0,0.81,0.72,117,,01/01/2025 00:01:57
1027,2025-01-01 00:01:58,37.18431521631992,-121.00144948618636,23958.0,28.0,17.0,0.142,0.761,205.0,695.0,0.0,0.77,0.95,118,,01/01/2025 00:01:58
1023,2025-01-01 00:01:59,37.70345603005806,-121.2599581996122,29688.0,31.0,13.0,0.075,0.946,136.0,879.0,0.0,0.8,0.74,119,,01/01/2025 00:01:59
1028,2025-01-01 00:02:00,37.61210699983787,-121.05537468816073,22661.0,23.0,38.0,0.059,0.78,218.0,435.0,0.0,0.79,0.92,120,,01/01/2025 00:02:00
1080,2025-01-01 00:02:01,37.94697298709427,-121.75107697581852,11619.0,22.0,16.0,0.239,0.898,236.0,440.0,0.0,0.91,0.83,121,,01/01/2025 00:02:01
1087,2025-01-01 00:02:02,37.32341580496174,-121.24580364788328,24109.0,19.0,38.0,0.212,0.773,224.0,776.0,0.0,0.83,0.7,122,,01/01/2025 00:02:02
1016,2025-01-01 00:02:03,37.21439044951038,-121.10935394925583,26243.0,31.0,49.0,0.075,0.734,230.0,797.0,0.0,0.87,0.83,123,,01/01/2025 00:02:03
1069,2025-01-01 00:02:04,37.65573982358117,-121.47063763317304,25457.0,15.0,37.0,0.125,0.899,261.0,666.0,0.0,0.93,0.94,124,,01/01/2025 00:02:04
1063,2025-01-01 00:02:05,37.97199750794682,-121.5761171573738,26994.0,28.0,39.0,0.046,0.878,207.0,469.0,0.0,0.78,0.73,125,,01/01/2025 00:02:05
1030,2025-01-01 00:02:06,37.553478952672,-121.70404262679952,14261.0,7.0,32.0,0.016,0.82,256.0,632.0,0.0,0.83,0.7,126,,01/01/2025 00:02:06
1056,2025-01-01 00:02:07,37.2938164778183,-121.4327242301428,16301.0,43.0,43.0,0.176,0.711,59.0,575.0,0.0,0.86,0.84,127,,01/01/2025 00:02:07
1019,2025-01-01 00:02:08,37.91046974710916,-121.80785996340012,14594.0,11.0,7.0,0.109,0.843,33.0,325.0,0.0,0.72,0.7,128,,01/01/2025 00:02:08
1045,2025-01-01 00:02:09,37.610395840184125,-121.56815373088295,12014.0,16.0,16.0,0.062,0.745,75.0,984.0,0.0,0.75,0.98,129,,01/01/2025 00:02:09
1001,2025-01-01 00:02:10,37.21272847172691,-121.31745829593038,28319.0,37.0,47.0,0.034,0.808,131.0,491.0,0.0,0.72,0.95,130,,01/01/2025 00:02:10
1081,2025-01-01 00:02:11,37.94961552839643,-121.34764395195684,13687.0,26.0,17.0,0.204,0.876,88.0,465.0,0.0,0.93,0.89,131,,01/01/2025 00:02:11
1049,2025-01-01 00:02:12,37.27301039320606,-121.30010643948005,19487.0,39.0,7.0,0.081,0.982,214.0,450.0,0.0,0.79,0.71,132,,01/01/2025 00:02:12
1059,2025-01-01 00:02:13,37.898483741259234,-121.41344993972888,12330.0,18.0,22.0,0.272,0.853,19.0,248.0,0.0,0.83,0.87,133,,01/01/2025 00:02:13
1085,2025-01-01 00:02:14,37.61458636934309,-121.99736964179694,12659.0,30.0,30.0,0.058,0.758,31.0,934.0,0.0,0.9,0.9,134,,01/01/2025 00:02:14
1040,2025-01-01 00:02:15,37.50264737853488,-121.97326456980144,27453.0,23.0,14.0,0.073,0.984,230.0,286.0,0.0,0.99,0.88,135,,01/01/2025 00:02:15
1089,2025-01-01 00:02:16,37.33256716832128,-121.41973982435148,24720.0,25.0,8.0,0.256,0.708,250.0,224.0,0.0,0.94,0.98,136,,01/01/2025 00:02:16
1075,2025-01-01 00:02:17,37.11885190919174,-121.0340380576683,17566.0,,41.0,0.172,0.893,95.0,440.0,0.0,0.72,0.95,137,radar_objects,01/01/2025 00:02:17
1069,2025-01-01 00:02:18,37.24481250795315,-121.80555052428495,24302.0,49.0,16.0,0.033,0.779,13.0,320.0,0.0,0.79,0.81,138,,01/01/2025 00:02:18
1016,2025-01-01 00:02:19,37.331008552505686,-121.282617180313,14408.0,35.0,20.0,0.165,0.927,75.0,899.0,0.0,0.71,0.91,139,,01/01/2025 00:02:19
1077,2025-01-01 00:02:20,37.28873717481717,-121.56679412324722,11731.0,9.0,21.0,0.092,0.799,194.0,797.0,0.0,0.72,0.84,140,,01/01/2025 00:02:20
1009,2025-01-01 00:02:21,37.07332700471552,-121.86090397318696,23241.0,39.0,44.0,0.221,0.829,97.0,724.0,0.0,0.74,0.98,141,,01/01/2025 00:02:21
1089,2025-01-01 00:02:22,37.57978147004174,-121.96672151506785,27158.0,21.0,35.0,0.023,0.931,291.0,253.0,0.0,0.8,0.89,142,,01/01/2025 00:02:22
1066,2025-01-01 00:02:23,37.47517960752996,-121.28662485168284,27370.0,36.0,30.0,0.275,0.969,31.0,624.0,0.0,0.77,0.87,143,,01/01/2025 00:02:23
1041,2025-01-01 00:02:24,37.106462872419264,-121.85606374097983,28744.0,8.0,6.0,0.143,0.755,211.0,882.0,0.0,0.81,0.85,144,,01/01/2025 00:02:24
1078,2025-01-01 00:02:25,37.463853957585336,-121.7015704745378,12949.0,14.0,33.0,0.22,0.789,71.0,613.0,0.0,0.95,0.81,145,,01/01/2025 00:02:25
1015,2025-01-01 00:02:26,37.07896455356158,-121.59862180527008,17838.0,34.0,34.0,0.211,0.701,284.0,340.0,0.0,0.94,0.74,146,,01/01/2025 00:02:26
1037,2025-01-01 00:02:27,37.93152933178642,-121.29412691572728,29828.0,41.0,15.0,0.053,0.957,178.0,260.0,0.0,0.81,0.78,147,,01/01/2025 00:02:27
1013,2025-01-01 00:02:28,37.25907874817585,-121.61237837599988,29784.0,13.0,41.0,0.264,0.984,31.0,547.0,0.0,0.9,0.8,148,,01/01/2025 00:02:28
1035,2025-01-01 00:02:29,37.72482434796988,-121.61370970614011,21964.0,30.0,38.0,0.07,0.784,36.0,130.0,0.0,0.81,0.75,149,,01/01/2025 00:02:29
1012,2025-01-01 00:02:30,37.25124928363709,-121.20576618684082,11033.0,26.0,11.0,0.057,0.815,139.0,676.0,0.0,0.82,0.94,150,,01/01/2025 00:02:30
1058,2025-01-01 00:02:31,37.47451294359663,-121.99301886070684,10449.0,25.0,43.0,0.156,0.829,286.0,818.0,0.0,0.9,0.7,151,,01/01/2025 00:02:31
